log time,gps time,GPS latitude,GPS longitude,GPS altitude,GPS angle,GPS speed,interior temperature,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z
3006,15:47:24,33.128618,-112.069736,3493.40,141.64,32.57,9.56,671,41,1.25,1.25,0.97,-0.00,0.66,-0.36,61.39,4.75,171.91
3009,15:47:26,33.128479,-112.069599,3501.10,141.45,31.67,9.56,570,25,1.22,1.37,0.95,0.09,0.67,-0.35,64.18,5.31,174.08
3012,15:47:28,33.128342,-112.069472,3508.90,140.91,31.46,9.56,400,0,1.20,1.21,0.80,0.12,0.66,-0.33,67.54,11.24,171.96
3015,15:47:30,33.128208,-112.069345,3515.80,141.22,31.30,9.50,564,24,1.18,1.20,0.83,0.21,0.64,-0.32,66.85,17.41,173.73
3018,15:47:32,33.128071,-112.069218,3522.90,141.60,30.95,9.50,564,24,1.13,1.19,0.85,0.26,0.58,-0.28,66.36,23.35,172.99
3021,15:47:34,33.127939,-112.069091,3530.10,141.69,30.27,9.50,600,30,1.18,1.17,0.57,0.28,0.55,-0.28,67.02,25.17,170.45
3024,15:47:36,33.127810,-112.068974,3537.30,141.17,30.38,9.44,671,41,1.17,1.14,0.55,0.32,0.48,-0.27,64.73,26.70,166.98
3027,15:47:38,33.127678,-112.068847,3545.00,141.76,30.27,9.44,629,34,1.26,1.19,0.68,0.34,0.45,-0.25,67.72,23.90,163.29
3030,15:47:40,33.127548,-112.068730,3552.60,140.86,29.96,9.44,717,48,1.26,1.20,0.70,0.33,0.50,-0.25,66.01,20.25,163.51
3033,15:47:42,33.127421,-112.068603,3560.10,140.06,30.07,9.44,808,62,1.25,1.20,0.75,0.34,0.48,-0.25,67.24,14.20,164.03
3036,15:47:44,33.127294,-112.068486,3568.10,140.28,29.70,9.38,1017,93,1.26,1.22,0.69,0.32,0.54,-0.25,65.67,9.08,167.76
3039,15:47:46,33.127167,-112.068359,3575.60,139.38,29.52,9.38,1044,98,1.20,1.21,0.65,0.34,0.47,-0.24,65.31,9.62,173.08
3042,15:47:48,33.127045,-112.068232,3583.50,138.51,29.24,9.38,855,69,1.16,1.26,0.77,0.34,0.39,-0.24,65.66,16.02,173.74
3045,15:47:50,33.126923,-112.068105,3591.00,138.73,29.34,9.38,1360,146,1.18,1.25,0.71,0.33,0.35,-0.24,66.25,22.32,172.96
3048,15:47:52,33.126801,-112.067978,3598.10,138.82,29.21,9.38,1017,93,1.19,1.27,0.68,0.31,0.26,-0.22,65.89,26.36,169.87
3051,15:47:54,33.126682,-112.067851,3605.60,137.86,28.80,9.31,995,90,1.19,1.26,0.85,0.26,0.21,-0.24,64.93,28.22,166.36
3054,15:47:56,33.126562,-112.067724,3612.70,136.67,29.08,9.31,832,65,1.24,1.28,0.82,0.28,0.24,-0.24,64.08,25.28,162.74
3057,15:47:58,33.126445,-112.067597,3620.00,137.30,28.98,9.31,772,56,1.25,1.25,0.84,0.29,0.25,-0.24,63.75,18.46,161.99
3060,15:48:0,33.126325,-112.067460,3627.70,137.19,28.79,9.25,995,90,1.25,1.28,0.77,0.27,0.25,-0.25,63.23,13.65,163.70
3063,15:48:2,33.126208,-112.067333,3635.40,135.93,29.12,9.25,710,47,1.23,1.30,0.74,0.30,0.27,-0.25,61.81,10.96,165.44
3066,15:48:4,33.126088,-112.067197,3642.40,135.75,29.06,9.25,765,55,1.22,1.33,1.05,0.32,0.31,-0.25,65.09,12.77,168.70
3069,15:48:6,33.125974,-112.067060,3649.50,136.00,28.88,9.19,1171,117,1.28,1.34,1.15,0.28,0.25,-0.25,67.80,17.91,168.38
3072,15:48:8,33.125856,-112.066933,3656.50,135.78,28.98,9.19,825,64,1.29,1.33,1.15,0.25,0.21,-0.24,64.33,28.75,168.13
3075,15:48:10,33.125742,-112.066796,3663.50,135.63,28.65,9.19,737,51,1.29,1.32,1.03,0.22,0.18,-0.25,60.28,34.47,164.93
3078,15:48:12,33.125629,-112.066669,3669.70,135.90,27.88,9.19,534,20,1.35,1.30,1.07,0.20,0.18,-0.25,56.37,35.36,160.82
3081,15:48:14,33.125520,-112.066542,3675.60,135.07,27.85,9.13,688,43,1.35,1.27,0.87,0.28,0.24,-0.24,55.33,31.88,159.50
3084,15:48:16,33.125410,-112.066416,3681.70,135.13,27.50,9.13,810,62,1.38,1.23,0.87,0.30,0.27,-0.25,55.36,27.87,156.37
3087,15:48:18,33.125300,-112.066298,3687.80,137.75,27.07,9.06,838,66,1.29,1.13,0.37,0.34,0.39,-0.26,54.30,19.63,157.01
3090,15:48:20,33.125187,-112.066181,3694.00,138.78,27.14,9.06,838,66,1.24,1.13,0.11,0.31,0.53,-0.26,53.74,9.87,160.30
3093,15:48:22,33.125073,-112.066064,3700.40,138.71,26.91,9.06,772,56,1.22,1.12,0.11,0.28,0.59,-0.29,51.63,4.00,166.06
3096,15:48:24,33.124963,-112.065947,3707.60,138.70,26.63,9.00,1068,101,1.18,1.12,0.27,0.30,0.57,-0.26,51.70,4.97,172.80
3099,15:48:26,33.124851,-112.065830,3715.00,139.49,26.28,9.00,1367,147,1.12,1.15,0.29,0.33,0.50,-0.25,56.04,5.58,175.91
3102,15:48:28,33.124738,-112.065722,3722.60,138.99,26.62,8.94,1349,144,1.14,1.23,0.45,0.34,0.43,-0.25,59.97,9.42,179.16
3105,15:48:30,33.124626,-112.065605,3730.40,138.46,26.66,8.94,1188,120,1.13,1.23,0.53,0.33,0.37,-0.25,64.19,16.52,177.19
3108,15:48:32,33.124514,-112.065488,3738.00,139.27,26.88,8.88,1262,131,1.17,1.20,0.64,0.31,0.29,-0.24,64.09,23.52,174.67
3111,15:48:34,33.124396,-112.065371,3745.60,139.74,27.19,8.88,1171,117,1.19,1.21,0.65,0.26,0.22,-0.24,64.62,27.18,169.72
3114,15:48:36,33.124284,-112.065253,3753.70,138.44,27.12,8.81,1009,92,1.23,1.22,0.73,0.20,0.19,-0.27,64.43,25.17,165.46
3117,15:48:38,33.124169,-112.065136,3761.50,139.05,27.16,8.81,987,89,1.17,1.12,0.71,0.21,0.20,-0.27,65.97,22.22,163.85
3120,15:48:40,33.124055,-112.065019,3769.30,139.92,27.50,8.75,972,87,1.19,1.19,0.67,0.24,0.22,-0.25,64.05,15.47,165.30
3123,15:48:42,33.123935,-112.064902,3777.30,140.07,27.49,8.75,1125,110,1.16,1.17,0.57,0.21,0.20,-0.27,66.62,11.38,167.66
3126,15:48:44,33.123818,-112.064785,3785.30,139.86,27.21,8.75,870,71,1.14,1.19,0.60,0.19,0.21,-0.29,66.12,13.84,170.64
3129,15:48:46,33.123701,-112.064667,3793.10,140.72,27.37,8.69,577,26,1.15,1.19,0.73,0.12,0.19,-0.30,65.66,15.30,171.50
3132,15:48:48,33.123581,-112.064560,3800.30,141.14,27.46,8.69,683,43,1.22,1.19,0.83,0.09,0.19,-0.30,65.10,20.44,170.92
3135,15:48:50,33.123461,-112.064443,3808.20,140.74,27.04,8.63,1277,133,1.17,1.21,0.69,0.06,0.18,-0.30,63.89,22.19,168.13
3138,15:48:52,33.123344,-112.064335,3816.10,141.94,26.66,8.63,1248,129,1.20,1.20,0.71,0.02,0.21,-0.33,61.29,22.32,166.50
3141,15:48:54,33.123227,-112.064228,3823.50,142.95,25.88,8.56,870,71,1.22,1.16,0.44,0.04,0.19,-0.31,61.30,19.50,164.19
3144,15:48:56,33.123110,-112.064121,3830.10,142.16,25.13,8.56,972,87,1.32,1.22,0.86,0.07,0.19,-0.30,67.48,15.15,162.33
3147,15:48:58,33.123000,-112.064013,3837.10,141.07,24.59,8.50,1086,104,1.31,1.29,1.19,0.08,0.21,-0.33,64.76,10.51,163.56
3150,15:49:0,33.122893,-112.063906,3844.30,139.98,25.24,8.50,951,83,1.26,1.25,0.65,0.10,0.21,-0.31,65.10,3.87,167.16
3153,15:49:2,33.122785,-112.063798,3851.70,140.22,25.10,8.44,997,90,1.34,1.34,1.16,0.09,0.22,-0.32,65.00,0.84,171.68
3156,15:49:4,33.122678,-112.063701,3859.20,140.60,24.09,8.44,1262,131,1.25,1.39,1.10,0.03,0.23,-0.34,68.67,8.30,173.24
3159,15:49:6,33.122575,-112.063593,3867.00,140.35,24.19,8.44,1144,113,1.18,1.29,0.88,-0.06,0.27,-0.36,64.83,19.49,173.50
3162,15:49:8,33.122470,-112.063486,3874.30,138.76,24.53,8.38,940,82,1.20,1.29,1.04,-0.09,0.31,-0.36,64.68,28.47,168.52
3165,15:49:10,33.122370,-112.063378,3881.30,136.52,24.17,8.38,793,59,1.12,1.25,0.79,-0.09,0.31,-0.37,60.72,31.31,162.44
3168,15:49:12,33.122272,-112.063261,3888.50,136.26,24.26,8.31,783,58,1.21,1.20,0.59,-0.07,0.28,-0.35,59.14,25.44,160.45
3171,15:49:14,33.122172,-112.063144,3896.00,136.08,25.11,8.31,783,58,1.20,1.17,0.56,-0.07,0.26,-0.35,58.00,20.26,158.26
3174,15:49:16,33.122070,-112.063027,3903.30,135.06,25.26,8.25,748,53,1.19,1.23,0.41,0.01,0.23,-0.35,59.05,14.14,158.08
3177,15:49:18,33.121972,-112.062910,3910.10,134.87,25.33,8.25,617,33,1.13,1.15,0.21,0.01,0.24,-0.36,55.27,11.52,163.17
3180,15:49:20,33.121870,-112.062783,3917.00,135.07,26.35,8.19,905,76,1.12,1.18,0.37,0.03,0.24,-0.34,57.30,9.31,166.75
3183,15:49:22,33.121765,-112.062656,3924.20,135.29,27.07,8.19,605,31,1.18,1.21,0.68,0.07,0.22,-0.33,61.64,8.36,169.59
3186,15:49:24,33.121655,-112.062529,3931.80,135.54,27.23,8.13,688,43,1.17,1.15,0.60,0.02,0.24,-0.35,62.77,12.31,170.85
3189,15:49:26,33.121542,-112.062402,3939.50,137.68,28.54,8.13,819,63,1.16,1.15,0.63,0.01,0.24,-0.34,66.06,17.19,171.17
3192,15:49:28,33.121420,-112.062275,3946.70,139.19,29.07,8.13,679,42,1.38,1.20,0.88,-0.06,0.29,-0.37,65.77,23.27,171.26
3195,15:49:30,33.121296,-112.062148,3953.60,139.78,28.79,8.06,704,46,1.20,1.15,0.61,-0.07,0.30,-0.36,61.93,28.17,167.40
3198,15:49:32,33.121171,-112.062021,3960.90,140.08,29.43,8.00,987,89,1.27,1.16,0.78,-0.07,0.29,-0.38,62.47,26.98,162.80
3201,15:49:34,33.121044,-112.061894,3968.50,139.76,29.63,8.00,940,82,1.29,1.19,0.94,-0.05,0.26,-0.35,61.80,18.51,160.53
3204,15:49:36,33.120915,-112.061757,3976.20,139.85,30.03,7.94,857,69,1.24,1.17,0.67,-0.04,0.28,-0.37,61.56,11.02,161.37
3207,15:49:38,33.120786,-112.061630,3983.70,140.92,30.06,7.94,575,26,1.32,1.16,0.99,0.01,0.25,-0.36,60.61,5.20,163.35
3210,15:49:40,33.120654,-112.061494,3991.10,140.15,30.84,7.88,730,50,1.28,1.20,1.00,0.05,0.23,-0.34,61.23,3.30,169.49
3213,15:49:42,33.120522,-112.061357,3999.60,139.19,31.14,7.88,1144,113,1.14,1.17,0.87,-0.04,0.29,-0.37,61.52,8.35,175.50
3216,15:49:44,33.120390,-112.061230,4007.60,139.84,30.69,7.88,895,75,1.21,1.23,1.00,-0.06,0.31,-0.37,63.78,17.46,175.30
3219,15:49:46,33.120258,-112.061093,4015.80,140.57,30.35,7.81,570,25,1.25,1.19,0.89,-0.07,0.31,-0.37,63.89,23.07,170.58
3222,15:49:48,33.120126,-112.060966,4022.90,140.83,30.62,7.81,634,35,1.24,1.17,0.71,-0.09,0.37,-0.38,59.78,25.50,166.87
3225,15:49:50,33.119992,-112.060839,4030.50,142.52,30.23,7.75,704,46,1.26,1.17,0.61,-0.07,0.31,-0.36,60.57,21.66,164.09
3228,15:49:52,33.119858,-112.060712,4037.90,143.48,29.67,7.75,584,28,1.09,1.20,0.29,-0.10,0.38,-0.38,57.55,19.64,165.40
3231,15:49:54,33.119724,-112.060595,4045.70,143.91,29.54,7.69,895,75,1.27,1.20,0.50,-0.08,0.32,-0.37,60.64,16.20,164.40
3234,15:49:56,33.119589,-112.060478,4053.60,143.95,29.23,7.63,517,17,1.18,1.15,0.28,-0.08,0.33,-0.38,59.86,12.43,165.14
3237,15:49:58,33.119458,-112.060371,4060.90,145.33,28.43,7.63,656,39,1.20,1.14,0.16,-0.03,0.25,-0.36,60.48,12.19,165.99
3240,15:50:0,33.119328,-112.060263,4068.20,143.96,27.83,7.56,1262,131,1.29,1.27,0.90,-0.09,0.34,-0.36,58.44,13.65,168.81
3243,15:50:2,33.119204,-112.060146,4076.40,142.72,27.65,7.56,748,53,1.21,1.26,0.70,-0.08,0.33,-0.40,62.23,11.80,168.27
3246,15:50:4,33.119082,-112.060039,4084.00,142.75,27.60,7.50,855,69,1.25,1.30,0.88,-0.08,0.30,-0.38,60.56,12.65,168.77
3249,15:50:6,33.118959,-112.059921,4091.30,141.53,27.28,7.50,868,71,1.14,1.22,0.54,-0.08,0.34,-0.38,60.59,15.36,166.83
3252,15:50:8,33.118842,-112.059804,4099.10,139.29,27.88,7.44,972,87,1.17,1.17,0.52,-0.07,0.34,-0.38,61.22,13.45,166.01
3255,15:50:10,33.118723,-112.059677,4107.10,138.73,28.74,7.44,1156,115,1.19,1.17,0.57,-0.08,0.36,-0.38,60.09,11.14,166.57
3258,15:50:12,33.118601,-112.059550,4115.10,139.24,29.37,7.38,1566,219,1.20,1.17,0.69,-0.10,0.40,-0.38,63.28,12.16,165.94
3261,15:50:14,33.118479,-112.059423,4123.10,138.50,28.97,7.38,1071,102,1.17,1.13,0.74,-0.07,0.30,-0.37,64.51,14.05,167.05
3264,15:50:16,33.118356,-112.059296,4131.00,137.27,29.79,7.31,1095,105,1.27,1.19,0.96,-0.10,0.36,-0.37,63.95,17.62,170.46
3267,15:50:18,33.118234,-112.059160,4138.50,137.54,29.53,7.31,1004,92,1.18,1.16,0.73,-0.11,0.45,-0.40,67.02,22.71,167.40
3270,15:50:20,33.118112,-112.059023,4145.60,137.25,29.14,7.25,972,87,1.25,1.17,1.01,-0.10,0.41,-0.39,62.17,22.04,164.14
3273,15:50:22,33.117993,-112.058886,4152.80,136.57,29.53,7.19,840,67,1.26,1.13,0.95,-0.11,0.42,-0.38,63.32,19.22,163.67
3276,15:50:24,33.117871,-112.058750,4160.00,136.61,29.70,7.19,763,55,1.29,1.16,1.02,-0.12,0.41,-0.38,64.70,17.16,163.20
3279,15:50:26,33.117753,-112.058613,4167.10,135.66,28.86,7.13,702,46,1.23,1.17,1.02,-0.11,0.39,-0.38,64.79,17.88,165.31
3282,15:50:28,33.117639,-112.058476,4174.30,134.26,29.00,7.06,702,46,1.15,1.09,0.84,-0.10,0.39,-0.39,62.16,18.67,169.17
3285,15:50:30,33.117526,-112.058339,4181.10,134.22,29.23,7.00,715,47,1.28,1.18,0.97,-0.10,0.45,-0.39,67.97,20.08,166.62
3288,15:50:32,33.117412,-112.058193,4187.70,135.65,29.13,7.00,746,52,1.27,1.19,0.88,-0.11,0.44,-0.39,63.44,22.01,165.16
3291,15:50:34,33.117294,-112.058056,4194.30,134.54,29.27,6.94,791,59,1.17,1.12,0.56,-0.11,0.42,-0.39,65.64,19.09,162.04
3294,15:50:36,33.117180,-112.057919,4201.40,133.65,29.70,6.88,1285,134,1.23,1.15,0.71,-0.10,0.42,-0.40,64.41,12.76,162.26
3297,15:50:38,33.117067,-112.057773,4208.70,134.09,29.70,6.88,1113,108,1.37,1.20,0.92,-0.10,0.45,-0.39,66.63,9.03,165.74
3300,15:50:40,33.116953,-112.057636,4215.40,134.11,29.70,6.81,995,90,1.11,1.14,0.20,-0.09,0.37,-0.38,64.88,12.91,166.04
3303,15:50:42,33.116835,-112.057490,4222.30,133.24,30.11,6.75,882,73,1.22,1.17,1.04,-0.09,0.43,-0.40,62.84,16.45,171.33
3306,15:50:44,33.116721,-112.057333,4230.10,132.83,30.71,6.75,763,55,1.22,1.16,0.80,-0.09,0.44,-0.39,65.52,21.74,170.11
3309,15:50:46,33.116604,-112.057187,4237.00,134.03,30.64,6.69,473,11,1.23,1.22,0.54,-0.07,0.53,-0.40,62.89,24.11,168.00
3312,15:50:48,33.116486,-112.057041,4243.70,133.99,30.62,6.69,505,15,1.25,1.13,0.78,-0.09,0.48,-0.38,58.37,23.29,165.69
3315,15:50:50,33.116367,-112.056884,4250.80,132.89,30.90,6.63,533,20,1.23,1.13,0.58,-0.08,0.49,-0.38,59.07,17.88,165.30
3318,15:50:52,33.116250,-112.056738,4258.20,133.92,30.86,6.56,564,24,1.25,1.17,0.68,-0.10,0.47,-0.38,59.13,12.60,165.77
3321,15:50:54,33.116130,-112.056591,4265.30,133.94,31.20,6.50,555,23,1.23,1.13,0.31,-0.09,0.52,-0.40,56.63,11.78,167.40
3324,15:50:56,33.116013,-112.056435,4272.90,133.16,31.33,6.50,702,46,1.16,1.11,0.40,-0.10,0.50,-0.39,57.42,13.65,172.29
3327,15:50:58,33.115891,-112.056289,4280.40,133.30,31.48,6.44,780,57,1.15,1.15,0.38,-0.10,0.50,-0.40,57.33,18.30,174.10
3330,15:51:0,33.115771,-112.056132,4287.00,133.92,31.50,6.44,780,57,1.13,1.07,0.02,-0.07,0.56,-0.38,53.83,24.00,172.32
3333,15:51:2,33.115651,-112.055986,4293.60,133.61,31.10,6.38,808,62,1.23,1.08,0.36,-0.09,0.51,-0.40,52.12,29.88,166.91
3336,15:51:4,33.115532,-112.055830,4300.20,132.30,31.45,6.31,836,66,1.26,1.07,0.34,-0.09,0.54,-0.38,49.59,29.05,163.68
3339,15:51:6,33.115415,-112.055673,4306.70,132.10,31.16,6.25,730,50,1.31,1.12,0.88,-0.10,0.49,-0.38,52.57,26.14,160.34
3342,15:51:8,33.115297,-112.055517,4313.20,130.71,31.10,6.25,795,60,1.37,1.11,0.88,-0.12,0.45,-0.39,54.31,24.46,157.02
3345,15:51:10,33.115185,-112.055351,4319.60,129.67,30.95,6.19,872,71,1.35,1.14,1.11,-0.10,0.33,-0.36,58.93,19.00,157.05
3348,15:51:12,33.115075,-112.055195,4326.20,128.89,30.41,6.19,1047,98,1.28,1.19,0.96,-0.07,0.28,-0.36,58.70,11.33,159.40
3351,15:51:14,33.114968,-112.055039,4333.10,129.05,30.12,6.13,891,74,1.19,1.18,0.54,-0.05,0.26,-0.35,58.84,8.94,162.98
3354,15:51:16,33.114863,-112.054882,4340.30,128.90,29.90,6.06,754,53,1.19,1.18,0.52,-0.05,0.28,-0.35,58.92,11.73,165.89
3357,15:51:18,33.114760,-112.054726,4347.60,128.78,29.52,6.06,545,22,1.17,1.17,0.19,-0.06,0.29,-0.36,58.57,12.60,168.59
3360,15:51:20,33.114658,-112.054580,4355.00,129.11,29.34,6.00,708,46,1.05,1.17,-0.20,-0.06,0.28,-0.35,56.81,16.83,169.44
3363,15:51:22,33.114555,-112.054423,4362.70,128.29,29.34,6.00,1231,126,1.07,1.17,0.17,-0.05,0.28,-0.36,53.22,20.66,169.19
3366,15:51:24,33.114455,-112.054267,4370.50,127.51,29.18,5.94,808,62,1.02,1.12,0.06,-0.09,0.32,-0.38,56.96,20.94,167.64
3369,15:51:26,33.114353,-112.054111,4378.10,127.93,29.04,5.94,800,60,1.10,1.12,0.19,-0.11,0.35,-0.39,55.08,20.19,166.79
3372,15:51:28,33.114252,-112.053964,4385.80,127.58,29.89,5.88,1184,119,1.13,1.09,0.30,-0.09,0.34,-0.37,52.31,19.22,165.93
3375,15:51:30,33.114147,-112.053798,4393.80,126.35,31.33,5.88,915,78,1.12,1.11,0.30,-0.05,0.29,-0.37,58.87,17.03,163.84
3378,15:51:32,33.114040,-112.053623,4401.50,127.49,32.01,5.81,555,23,1.22,1.20,0.65,-0.06,0.30,-0.36,58.56,11.59,165.39
3381,15:51:34,33.113928,-112.053457,4409.50,129.14,31.59,5.75,545,22,1.37,1.24,0.87,-0.07,0.30,-0.37,61.56,10.20,166.80
3384,15:51:36,33.113818,-112.053291,4417.70,127.54,32.21,5.75,660,39,1.21,1.14,0.75,-0.05,0.33,-0.37,66.21,9.73,166.60
3387,15:51:38,33.113706,-112.053115,4426.40,127.64,33.51,5.69,882,73,1.29,1.08,0.86,-0.08,0.35,-0.39,64.81,8.06,169.71
3390,15:51:40,33.113588,-112.052939,4434.70,129.38,33.56,5.69,935,81,1.21,1.16,0.60,-0.09,0.34,-0.39,64.62,10.68,170.36
3393,15:51:42,33.113469,-112.052773,4442.80,128.80,33.21,5.63,972,87,1.17,1.18,0.62,-0.08,0.36,-0.38,62.97,15.65,172.17
3396,15:51:44,33.113354,-112.052587,4451.10,127.86,34.38,5.63,1083,104,1.15,1.16,0.68,-0.09,0.41,-0.40,62.73,18.95,173.25
3399,15:51:46,33.113234,-112.052402,4458.70,128.44,34.97,5.56,983,88,1.12,1.18,0.50,-0.09,0.49,-0.39,62.18,23.70,172.17
3402,15:51:48,33.113112,-112.052226,4466.20,129.56,34.14,5.56,1128,110,1.12,1.16,0.40,-0.07,0.49,-0.38,55.16,29.62,169.02
3405,15:51:50,33.112993,-112.052050,4473.20,129.43,33.82,5.56,882,73,1.12,1.11,0.20,-0.07,0.47,-0.40,56.25,28.00,163.49
3408,15:51:52,33.112868,-112.051875,4480.20,131.50,34.88,5.50,961,85,1.30,1.12,0.43,-0.10,0.40,-0.39,57.29,20.14,160.36
3411,15:51:54,33.112736,-112.051708,4486.30,133.97,33.70,5.44,891,74,1.23,1.22,0.54,-0.12,0.38,-0.38,59.54,15.02,159.88
3414,15:51:56,33.112609,-112.051542,4492.70,132.38,32.17,5.44,555,23,1.26,1.19,0.66,-0.08,0.36,-0.37,59.93,9.63,161.93
3417,15:51:58,33.112492,-112.051386,4499.80,130.35,32.71,5.44,505,15,1.20,1.17,0.43,-0.08,0.37,-0.38,57.21,3.04,168.89
3420,15:52:0,33.112373,-112.051220,4507.80,131.15,33.46,5.38,1083,104,1.17,1.22,0.53,-0.10,0.37,-0.38,58.73,3.21,174.31
3423,15:52:2,33.112250,-112.051054,4515.80,131.74,32.58,5.38,821,64,1.13,1.26,0.71,-0.11,0.43,-0.38,61.56,9.10,174.48
3426,15:52:4,33.112131,-112.050888,4523.70,131.15,31.86,5.31,905,76,1.12,1.19,0.47,-0.09,0.44,-0.38,65.05,14.25,174.41
3429,15:52:6,33.112014,-112.050732,4531.40,131.30,32.30,5.31,1458,161,1.14,1.25,0.80,-0.07,0.52,-0.39,65.27,18.09,174.70
3432,15:52:8,33.111892,-112.050566,4539.60,132.18,32.53,5.25,1090,105,1.10,1.24,0.82,-0.05,0.58,-0.38,63.42,27.14,171.53
3435,15:52:10,33.111772,-112.050410,4547.70,131.72,31.70,5.25,836,66,1.11,1.11,0.33,0.00,0.60,-0.39,58.27,30.66,166.59
3438,15:52:12,33.111657,-112.050244,4555.30,129.47,31.69,5.19,633,35,1.14,1.12,0.55,0.02,0.60,-0.37,59.21,26.13,161.20
3441,15:52:14,33.111545,-112.050078,4562.70,129.01,32.10,5.19,694,44,1.22,1.16,0.54,-0.05,0.56,-0.40,60.94,18.22,161.22
3444,15:52:16,33.111433,-112.049912,4570.60,129.67,32.82,5.13,1201,122,1.21,1.15,0.53,-0.08,0.55,-0.39,60.68,9.32,162.93
3447,15:52:18,33.111315,-112.049746,4576.30,128.87,33.54,5.13,754,53,1.22,1.16,0.62,-0.10,0.54,-0.40,60.36,6.77,166.75
3450,15:52:20,33.111201,-112.049570,4582.80,128.12,33.35,5.06,872,71,1.23,1.14,0.80,-0.08,0.58,-0.40,61.76,7.05,171.18
3453,15:52:22,33.111086,-112.049394,4589.80,128.29,33.36,5.06,895,75,1.07,1.16,1.07,-0.04,0.61,-0.38,62.87,14.25,173.74
3456,15:52:24,33.110974,-112.049228,4597.50,128.39,33.08,5.06,1474,163,1.24,1.21,1.17,-0.01,0.61,-0.38,63.52,23.46,170.33
3459,15:52:26,33.110859,-112.049052,4604.70,128.13,33.42,5.06,981,88,1.24,1.12,0.65,0.02,0.59,-0.39,59.75,30.19,167.48
3462,15:52:28,33.110744,-112.048867,4611.80,128.55,33.87,5.00,539,21,1.23,1.20,0.71,0.05,0.60,-0.39,56.90,28.62,163.80
3465,15:52:30,33.110625,-112.048691,4616.30,129.73,34.54,4.94,650,38,1.20,1.15,0.40,0.04,0.62,-0.37,54.78,26.00,161.11
3468,15:52:32,33.110500,-112.048515,4623.40,130.57,33.68,4.94,1012,93,1.25,1.16,0.42,-0.07,0.56,-0.38,59.16,16.46,159.47
3471,15:52:34,33.110378,-112.048349,4630.90,130.33,33.97,4.94,800,60,1.25,1.16,0.41,-0.09,0.54,-0.39,56.59,7.25,163.26
3474,15:52:36,33.110258,-112.048173,4638.80,130.44,33.76,4.88,905,76,1.24,1.13,0.39,-0.09,0.54,-0.38,55.73,4.88,167.95
3477,15:52:38,33.110136,-112.048007,4645.90,131.32,33.70,4.88,1060,100,1.16,1.15,0.30,-0.10,0.53,-0.40,57.67,4.87,170.83
3480,15:52:40,33.110014,-112.047841,4653.60,131.43,33.43,4.81,800,60,1.17,1.17,0.43,-0.06,0.58,-0.38,59.50,5.30,174.51
3483,15:52:42,33.109892,-112.047675,4662.10,131.61,33.46,4.81,905,76,1.12,1.21,0.51,-0.06,0.58,-0.39,64.28,7.39,175.51
3486,15:52:44,33.109768,-112.047509,4671.30,132.74,32.88,4.75,1047,98,1.15,1.18,0.52,0.00,0.62,-0.38,68.68,18.65,174.34
3489,15:52:46,33.109645,-112.047343,4680.20,133.09,33.01,4.75,1376,148,1.11,1.22,0.58,0.12,0.62,-0.37,64.61,26.50,175.54
3492,15:52:48,33.109523,-112.047187,4688.70,132.39,33.18,4.69,940,82,1.17,1.23,0.75,0.22,0.59,-0.33,63.82,34.04,169.30
3495,15:52:50,33.109399,-112.047031,4695.50,133.73,33.17,4.69,836,66,1.25,1.22,0.75,0.21,0.59,-0.33,60.04,35.61,163.42
3498,15:52:52,33.109272,-112.046875,4702.80,134.63,32.82,4.63,772,56,1.18,1.16,0.43,0.19,0.61,-0.33,60.52,31.11,159.22
3501,15:52:54,33.109145,-112.046718,4710.60,134.99,33.02,4.56,700,45,1.23,1.19,0.59,0.16,0.63,-0.35,63.51,20.80,158.64
3504,15:52:56,33.109016,-112.046562,4718.50,135.03,33.42,4.56,500,15,1.21,1.21,0.42,0.16,0.66,-0.34,64.89,13.70,160.09
3507,15:52:58,33.108884,-112.046416,4724.20,135.22,33.52,4.50,763,55,1.25,1.24,0.62,0.11,0.68,-0.33,63.95,7.00,164.99
3510,15:53:0,33.108754,-112.046259,4730.60,134.68,33.57,4.44,905,76,1.19,1.25,0.68,0.15,0.68,-0.32,66.55,2.94,170.68
3513,15:53:2,33.108623,-112.046103,4738.20,134.79,33.91,4.50,1224,125,1.18,1.30,0.77,0.22,0.64,-0.28,69.90,7.24,173.24
3516,15:53:4,33.108488,-112.045937,4747.20,134.58,34.58,4.44,815,63,1.15,1.23,0.92,0.31,0.57,-0.26,76.07,16.69,174.27
3519,15:53:6,33.108356,-112.045781,4755.50,134.57,34.65,4.38,959,85,1.17,1.22,0.87,0.36,0.44,-0.24,72.50,27.75,174.41
3522,15:53:8,33.108225,-112.045615,4764.40,132.82,35.00,4.38,1074,102,1.14,1.24,0.87,0.35,0.37,-0.24,67.59,37.35,169.84
3525,15:53:10,33.108095,-112.045439,4772.80,132.03,35.24,4.31,1128,110,1.19,1.24,0.68,0.34,0.30,-0.24,65.97,39.24,163.55
3528,15:53:12,33.107968,-112.045273,4780.60,130.33,33.93,4.31,1285,134,1.24,1.20,0.77,0.35,0.31,-0.23,65.35,31.97,159.54
3531,15:53:14,33.107841,-112.045107,4786.90,130.84,33.88,4.25,959,85,1.29,1.23,0.89,0.34,0.35,-0.25,69.60,20.36,161.07
