log time,gps time,GPS latitude,GPS longitude,GPS altitude,GPS angle,GPS speed,interior temperature,CCS eCO2,CCS TVOC,Acceleration X,Acceleration Y,Acceleration Z,Magnetic X,Magnetic Y,Magnetic Z,Gyro X,Gyro Y,Gyro Z
552,15:19:17,33.152524,-112.078154,324.90,165.89,0.02,7.19,496,14,-0.40,-1.16,0.38,0.05,0.67,-0.36,0.69,0.37,0.24
555,15:19:19,33.152524,-112.078154,324.90,182.55,0.02,7.13,523,18,-0.40,-1.32,0.45,0.04,0.67,-0.36,1.41,0.71,0.28
558,15:19:21,33.152524,-112.078154,324.90,192.45,0.02,7.13,503,15,-0.31,-1.22,0.22,0.04,0.66,-0.37,0.84,0.78,0.11
561,15:19:23,33.152524,-112.078154,324.90,150.65,0.03,7.13,592,29,-0.35,-1.26,0.30,0.08,0.68,-0.34,0.55,0.88,0.15
564,15:19:25,33.152524,-112.078154,324.90,244.19,0.04,7.13,599,30,-0.42,-1.21,0.41,0.11,0.70,-0.32,0.45,0.32,0.23
567,15:19:27,33.152524,-112.078154,324.90,354.89,0.03,7.13,656,39,-0.59,-1.00,0.69,0.03,0.67,-0.35,6.46,5.36,2.18
570,15:19:29,33.152524,-112.078154,324.90,106.95,0.04,7.13,683,43,8.52,-1.27,-4.50,0.42,0.63,0.01,0.90,2.91,0.43
573,15:19:31,33.152524,-112.078154,324.90,147.26,0.01,7.19,638,36,-0.53,-1.14,0.82,0.14,0.66,-0.33,0.60,0.90,0.17
576,15:19:33,33.152524,-112.078154,324.90,245.95,0.08,7.19,740,51,-1.89,0.79,0.21,0.07,0.59,-0.36,0.74,0.52,0.12
579,15:19:35,33.152524,-112.078154,324.90,73.11,0.01,7.19,763,55,-0.28,-1.15,0.49,0.14,0.65,-0.33,1.09,0.37,0.25
582,15:19:37,33.152524,-112.078154,324.90,32.00,0.03,7.25,770,56,-0.31,-1.16,0.48,0.14,0.66,-0.33,0.72,0.26,0.10
585,15:19:39,33.152524,-112.078154,324.90,76.20,0.02,7.25,834,66,-0.27,-1.19,0.46,0.14,0.66,-0.34,0.74,0.16,0.04
588,15:19:41,33.152524,-112.078154,324.90,246.50,0.02,7.25,844,67,1.76,-1.39,-0.23,0.20,0.67,-0.29,-0.96,-33.71,-2.77
591,15:19:43,33.152524,-112.078154,324.90,238.70,0.02,7.25,887,74,-0.39,-1.12,0.53,0.08,0.65,-0.33,0.82,0.61,0.24
594,15:19:45,33.152524,-112.078154,324.90,70.56,0.02,7.25,972,87,-0.57,-1.04,0.37,0.07,0.63,-0.36,-5.29,-3.12,-1.66
597,15:19:47,33.152524,-112.078154,324.90,201.19,0.01,7.31,930,80,-0.72,-1.29,1.34,0.06,0.63,-0.36,25.12,2.75,3.73
600,15:19:49,33.152524,-112.078154,324.90,254.66,0.02,7.31,877,72,-0.45,-1.63,0.34,0.06,0.65,-0.37,7.64,0.95,1.76
603,15:19:51,33.152524,-112.078154,324.90,236.10,0.00,7.38,920,79,-0.37,-1.34,0.46,0.06,0.64,-0.37,0.77,0.04,0.19
606,15:19:53,33.152524,-112.078154,324.90,250.28,0.03,7.38,802,61,-0.41,-1.29,0.73,0.06,0.64,-0.38,0.60,0.84,-0.26
609,15:19:55,33.152524,-112.078154,324.90,235.51,0.02,7.38,686,43,-0.17,-1.25,0.48,0.07,0.64,-0.38,-1.09,0.79,0.66
612,15:19:57,33.152524,-112.078154,324.90,203.98,0.02,7.38,686,43,-0.18,-1.32,0.51,0.07,0.63,-0.36,-2.43,-0.94,-0.16
615,15:19:59,33.152524,-112.078154,324.90,83.32,0.02,7.38,740,51,-0.26,-0.44,1.65,0.07,0.64,-0.37,1.90,-1.74,0.20
618,15:20:1,33.152524,-112.078154,324.90,77.80,0.02,7.44,641,36,-0.19,-1.18,1.42,0.06,0.64,-0.38,-2.55,-2.90,0.25
621,15:20:3,33.152524,-112.078154,324.90,23.84,0.01,7.44,578,27,-2.32,-1.92,3.38,0.08,0.62,-0.37,0.43,-2.79,-0.02
651,15:21:26,0.000000,-0.000000,0.00,0.00,0.00,7.56,405,0,-0.24,-0.95,0.44,0.09,0.61,-0.39,0.71,0.35,0.32
654,15:21:28,0.000000,-0.000000,0.00,0.00,0.00,7.63,400,0,-0.78,-0.63,0.21,0.09,0.60,-0.39,2.02,2.00,0.40
657,15:21:29,0.000000,-0.000000,0.00,0.00,0.00,7.63,403,0,-0.18,-0.94,0.35,0.09,0.61,-0.40,0.00,0.45,-0.15
660,15:21:31,0.000000,-0.000000,0.00,0.00,0.00,7.63,400,0,-0.25,-1.16,0.88,0.09,0.60,-0.40,1.66,0.24,0.40
663,15:21:32,0.000000,-0.000000,0.00,0.00,0.00,7.63,446,7,0.24,-0.99,-0.04,0.10,0.61,-0.38,0.70,-0.67,0.41
666,15:21:34,0.000000,-0.000000,0.00,0.00,0.00,7.63,461,9,-0.26,-1.00,0.39,0.09,0.61,-0.37,2.08,0.44,0.10
669,15:21:35,0.000000,-0.000000,0.00,0.00,0.00,7.63,465,9,-0.27,-1.19,0.46,0.08,0.63,-0.37,-0.59,0.74,-0.67
672,15:21:37,0.000000,-0.000000,0.00,0.00,0.00,7.63,589,28,-0.21,-1.13,0.20,0.09,0.62,-0.38,-0.12,1.63,0.13
675,15:21:38,0.000000,-0.000000,0.00,0.00,0.00,7.69,671,41,-0.28,-1.13,0.42,0.08,0.62,-0.39,0.73,0.17,0.28
678,15:21:40,0.000000,-0.000000,0.00,0.00,0.00,7.69,569,25,-0.29,-1.15,0.42,0.08,0.62,-0.38,0.95,0.30,0.21
681,15:21:41,0.000000,-0.000000,0.00,0.00,0.00,7.69,536,20,-0.27,-1.14,0.46,0.09,0.63,-0.37,0.60,0.37,0.37
684,15:21:43,0.000000,-0.000000,0.00,0.00,0.00,7.69,536,20,-0.25,-1.08,0.34,0.09,0.63,-0.38,0.83,0.52,-0.03
687,15:21:44,0.000000,-0.000000,0.00,0.00,0.00,7.69,623,33,-0.28,-1.12,0.44,0.09,0.62,-0.39,0.99,0.31,0.08
690,15:21:46,0.000000,-0.000000,0.00,0.00,0.00,7.69,519,18,-0.45,-0.92,0.59,0.08,0.63,-0.37,0.44,1.06,-0.01
693,15:21:47,0.000000,-0.000000,0.00,0.00,0.00,7.69,542,21,-0.41,-1.27,0.42,0.09,0.63,-0.37,1.48,-1.26,0.43
696,15:21:48,0.000000,-0.000000,0.00,0.00,0.00,7.69,400,0,-0.21,-1.52,0.32,0.07,0.64,-0.36,-6.48,-1.99,-1.74
699,15:21:50,0.000000,-0.000000,0.00,0.00,0.00,7.69,945,83,-0.13,-1.25,0.38,0.11,0.64,-0.36,0.31,0.56,0.07
702,15:21:52,0.000000,-0.000000,0.00,0.00,0.00,7.75,459,8,-0.89,-0.45,0.07,0.11,0.61,-0.35,-46.17,-43.65,-15.69
705,15:21:53,0.000000,-0.000000,0.00,262.15,6.06,7.75,517,17,-1.84,0.61,0.35,0.07,0.58,-0.38,-1.66,-1.03,-0.48
708,15:21:54,0.000000,-0.000000,0.00,49.62,0.18,7.75,406,0,-1.37,0.05,0.49,0.10,0.61,-0.37,14.65,13.62,4.81
711,15:21:56,0.000000,-0.000000,0.00,90.06,0.46,7.75,956,84,1.71,-1.28,-0.19,0.23,0.63,-0.29,0.50,-10.32,-0.98
714,15:21:58,0.000000,-0.000000,0.00,90.36,0.44,7.81,1105,107,-0.23,-1.37,0.48,0.16,0.64,-0.33,0.80,0.00,0.27
717,15:21:59,0.000000,-0.000000,0.00,82.46,0.57,7.81,851,68,-0.04,-1.31,0.44,0.16,0.64,-0.33,0.67,0.54,0.18
720,15:22:1,0.000000,-0.000000,0.00,179.01,0.89,7.81,891,74,-0.07,-1.26,0.37,0.17,0.64,-0.31,0.58,0.52,0.38
723,15:22:3,0.000000,-0.000000,0.00,180.01,0.69,7.81,495,14,-0.12,-1.30,0.38,0.16,0.64,-0.32,0.77,0.36,0.33
726,15:22:5,0.000000,-0.000000,0.00,169.85,0.61,7.88,533,20,-0.05,-1.29,0.39,0.17,0.64,-0.33,1.02,0.70,0.26
729,15:22:6,33.152619,-112.078134,333.40,171.68,0.33,7.88,637,36,-0.06,-1.27,0.48,0.17,0.64,-0.33,0.64,0.31,0.19
732,15:22:8,33.152614,-112.078134,334.80,248.33,0.11,7.88,855,69,1.28,-1.01,-2.90,0.16,0.64,-0.34,0.59,-83.49,-19.07
735,15:22:10,33.152587,-112.078134,332.80,330.18,0.13,7.94,821,64,-1.13,-1.26,0.36,0.12,0.64,-0.35,0.81,0.25,-0.13
738,15:22:12,33.152585,-112.078134,331.90,342.14,0.24,7.94,1540,199,-3.37,-1.85,1.60,0.14,0.64,-0.34,-1.29,-46.69,38.71
741,15:22:14,33.152583,-112.078134,331.60,356.33,0.22,7.94,1540,199,-1.29,-1.38,0.33,0.16,0.56,-0.36,-0.05,0.69,-0.03
744,15:22:16,33.152578,-112.078144,330.40,344.61,0.35,8.00,1615,260,-1.42,-2.10,-0.05,0.17,0.52,-0.37,-6.42,-22.78,24.27
747,15:22:18,33.152580,-112.078144,331.00,283.63,0.38,8.06,1620,264,-0.81,-1.50,0.33,0.16,0.49,-0.38,1.94,-2.09,-2.49
750,15:22:20,33.152575,-112.078144,330.90,286.34,0.11,8.06,1640,281,0.43,-4.94,-1.98,0.20,0.72,-0.26,2.19,-0.45,-2.35
753,15:22:22,33.152553,-112.078144,329.10,298.37,0.14,8.13,1640,281,-1.34,-1.37,1.87,0.18,0.58,-0.36,-33.16,22.73,12.25
756,15:22:24,33.152548,-112.078144,327.80,324.41,0.11,8.13,1640,281,-0.73,-1.48,0.56,0.17,0.48,-0.37,9.34,-9.69,7.87
759,15:22:26,33.152526,-112.078144,325.80,227.28,0.07,8.13,1671,310,-2.35,-0.25,-0.10,0.13,0.43,-0.40,4.78,-0.78,-3.64
762,15:22:28,33.152526,-112.078144,324.70,305.13,0.05,8.13,1730,367,-1.34,-1.89,0.38,0.16,0.50,-0.38,-0.64,-3.68,-0.59
765,15:22:30,33.152526,-112.078154,324.30,212.08,0.03,8.13,1751,391,-1.00,-2.07,0.21,0.16,0.50,-0.37,-1.17,0.27,-0.71
768,15:22:32,33.152526,-112.078154,324.20,149.46,0.02,8.13,1770,414,-1.04,-1.79,0.31,0.15,0.49,-0.37,2.51,4.64,1.20
771,15:22:34,33.152524,-112.078154,324.10,325.41,0.01,8.19,1784,432,-1.17,-1.88,0.29,0.15,0.50,-0.38,2.91,1.89,0.95
774,15:22:36,33.152524,-112.078154,324.20,335.05,0.01,8.19,1738,374,-1.19,-1.79,0.27,0.15,0.49,-0.38,2.05,-0.94,-0.32
777,15:22:38,33.152524,-112.078154,324.20,52.26,0.01,8.19,1385,150,-1.13,-1.85,0.26,0.16,0.49,-0.37,0.81,-1.29,-0.17
780,15:22:40,33.152524,-112.078154,324.20,246.16,0.01,8.19,1445,159,-1.08,-1.56,0.33,0.16,0.50,-0.38,0.63,0.92,-0.09
783,15:22:42,33.152524,-112.078154,324.20,33.40,0.01,8.19,1400,152,-1.04,-1.68,0.32,0.16,0.49,-0.38,2.35,3.26,0.91
786,15:22:44,33.152524,-112.078154,324.20,352.12,0.00,8.19,1751,391,-0.97,-1.51,0.32,0.16,0.49,-0.37,-0.94,1.47,0.25
789,15:22:46,33.152524,-112.078154,324.20,350.08,0.01,8.19,1770,414,-1.10,-1.56,0.35,0.16,0.48,-0.38,1.01,1.09,0.35
792,15:22:48,33.152524,-112.078154,324.20,182.20,0.00,8.19,1714,352,-1.05,-1.55,0.28,0.16,0.48,-0.37,1.60,-0.94,-0.71
795,15:22:50,33.152524,-112.078154,324.20,108.30,0.01,8.19,1792,441,-1.02,-1.60,0.35,0.16,0.48,-0.38,1.49,-0.58,-0.92
798,15:22:52,33.152524,-112.078154,324.20,199.78,0.01,8.19,1248,129,-0.96,-1.63,0.30,0.16,0.49,-0.37,0.86,1.18,0.38
801,15:22:54,33.152524,-112.078154,324.20,118.28,0.01,8.19,1563,217,-1.01,-1.74,0.34,0.16,0.49,-0.38,3.86,5.02,-0.58
804,15:22:56,33.152524,-112.078154,324.20,1.66,0.02,8.19,1511,178,-0.96,-1.69,0.32,0.16,0.49,-0.36,3.31,1.19,0.95
807,15:22:58,33.152524,-112.078154,324.20,177.72,0.01,8.19,1814,468,-0.98,-1.65,0.31,0.16,0.49,-0.37,0.70,0.67,0.11
810,15:23:0,33.152524,-112.078154,324.20,357.79,0.01,8.13,1501,172,-1.62,-0.75,-0.19,0.16,0.44,-0.38,-9.95,-8.55,-29.78
813,15:23:2,33.152524,-112.078154,324.20,40.23,0.19,8.19,1511,178,-0.61,1.00,0.32,0.19,0.44,-0.36,1.35,2.79,0.90
816,15:23:4,33.152524,-112.078154,324.20,263.49,0.01,8.19,1494,168,-0.57,0.40,0.52,0.19,0.46,-0.37,4.17,1.84,0.67
819,15:23:6,33.152524,-112.078154,324.20,148.97,0.03,8.19,1445,159,-0.88,0.55,0.77,0.17,0.45,-0.40,-2.55,2.27,-2.77
822,15:23:8,33.152524,-112.078154,324.20,250.81,0.03,8.19,1425,156,-2.57,-0.02,1.82,0.12,0.45,-0.40,4.24,18.89,1.77
825,15:23:10,33.152524,-112.078154,324.20,299.91,0.06,8.19,1307,138,-2.00,-1.25,-0.26,0.13,0.46,-0.39,18.86,-21.65,10.94
828,15:23:12,33.152524,-112.078154,324.20,219.35,0.06,8.19,1220,124,-2.48,-0.99,0.11,0.11,0.48,-0.40,-2.34,0.09,-0.92
831,15:23:14,33.152524,-112.078154,324.30,315.87,0.01,8.19,1345,143,-2.41,-1.09,0.16,0.11,0.48,-0.39,1.92,0.83,0.45
834,15:23:16,33.152521,-112.078154,324.40,281.21,0.02,8.19,1188,120,-2.38,-1.26,0.09,0.09,0.47,-0.39,1.55,0.52,0.46
837,15:23:18,33.152521,-112.078154,324.40,261.02,0.05,8.19,1408,153,-2.43,-1.24,0.16,0.10,0.49,-0.39,0.22,0.58,-0.07
840,15:23:20,33.152521,-112.078154,324.30,259.79,0.07,8.25,1367,147,-2.36,-1.22,0.12,0.10,0.48,-0.40,0.55,0.30,-0.17
843,15:23:22,33.152519,-112.078154,324.40,226.68,0.04,8.25,1367,147,-2.45,-1.23,0.11,0.10,0.49,-0.39,0.75,0.60,0.28
846,15:23:24,33.152519,-112.078154,324.40,87.35,0.03,8.25,1204,122,-2.42,-1.22,0.05,0.10,0.48,-0.41,0.51,0.44,0.17
849,15:23:26,33.152517,-112.078154,324.30,76.94,0.03,8.25,1487,165,-2.42,-1.23,0.04,0.10,0.48,-0.40,0.54,0.54,0.05
852,15:23:28,33.152517,-112.078154,324.20,293.13,0.02,8.25,1429,156,-2.40,-1.21,0.14,0.10,0.48,-0.39,0.65,0.51,0.14
855,15:23:30,33.152517,-112.078154,324.20,260.54,0.02,8.25,1349,144,-2.43,-1.22,0.01,0.11,0.49,-0.39,1.02,0.32,0.11
858,15:23:32,33.152517,-112.078154,324.10,122.71,0.01,8.31,1313,139,-2.11,-0.62,0.11,0.12,0.48,-0.39,0.38,1.11,0.97
861,15:23:34,33.152517,-112.078154,324.00,124.91,0.02,8.31,1313,139,-1.91,-1.30,0.28,0.12,0.48,-0.39,-6.42,-10.97,-2.64
864,15:23:36,33.152517,-112.078144,323.90,93.75,0.03,8.31,1385,150,-2.31,-1.10,-0.10,0.11,0.47,-0.38,3.46,-1.34,1.23
867,15:23:38,33.152517,-112.078144,323.90,48.85,0.07,8.38,1367,147,-2.58,-1.59,0.22,0.05,0.44,-0.43,3.85,7.59,3.75
870,15:23:40,33.152517,-112.078144,323.70,62.00,0.01,8.38,1445,159,-2.25,-1.13,0.16,0.06,0.45,-0.41,0.08,0.64,0.02
873,15:23:42,33.152514,-112.078144,323.30,252.42,0.01,8.38,1513,180,-2.28,-1.25,0.32,0.11,0.49,-0.39,-7.88,-3.74,-2.70
876,15:23:44,33.152514,-112.078144,322.90,314.47,0.01,8.44,1274,133,-3.57,-0.33,-0.83,0.13,0.50,-0.38,6.47,-6.83,-1.72
879,15:23:46,33.152514,-112.078144,322.80,253.87,0.01,8.44,1188,120,-2.30,-1.14,0.10,0.10,0.49,-0.38,1.15,-3.82,-2.64
882,15:23:48,33.152514,-112.078144,322.80,193.65,0.01,8.44,1188,120,-2.35,-1.38,0.20,0.11,0.49,-0.38,-1.41,3.40,0.14
885,15:23:50,33.152514,-112.078144,322.80,42.62,0.00,8.50,1083,104,-1.83,-1.55,0.53,0.13,0.49,-0.39,13.33,0.31,2.92
888,15:23:52,33.152514,-112.078154,322.80,241.66,0.02,8.69,897,75,-2.40,-1.08,0.18,0.12,0.48,-0.38,3.87,-1.98,0.84
891,15:23:54,33.152514,-112.078154,322.70,217.02,0.00,8.88,1007,92,-2.26,-1.14,0.17,0.11,0.48,-0.39,0.95,-0.16,-0.13
894,15:23:56,33.152514,-112.078154,322.50,164.48,0.00,9.06,964,85,-2.33,-1.19,0.11,0.11,0.48,-0.39,0.91,0.33,0.22
897,15:23:58,33.152514,-112.078154,322.50,146.80,0.03,9.19,964,85,-2.28,-1.25,0.14,0.11,0.48,-0.38,1.15,0.43,0.13
900,15:24:0,33.152514,-112.078154,322.50,86.00,0.03,9.25,927,80,-2.33,-1.23,0.13,0.10,0.48,-0.40,0.88,0.57,0.21
903,15:24:2,33.152514,-112.078154,322.50,81.60,0.02,9.31,942,82,-2.31,-1.25,0.13,0.11,0.48,-0.38,0.75,0.37,-0.06
906,15:24:4,33.152514,-112.078154,322.50,279.49,0.01,9.31,885,73,-2.30,-1.24,0.21,0.10,0.48,-0.39,0.68,0.49,0.07
909,15:24:6,33.152514,-112.078154,322.50,279.56,0.02,9.38,995,90,-2.27,-1.38,0.20,0.12,0.48,-0.38,0.74,0.30,0.21
912,15:24:8,33.152514,-112.078154,322.50,341.81,0.02,9.44,1068,101,-2.33,-1.21,0.15,0.11,0.48,-0.38,0.60,0.32,0.03
915,15:24:10,33.152514,-112.078154,322.50,211.82,0.02,9.44,1125,110,-2.33,-1.21,0.14,0.10,0.47,-0.39,1.01,0.07,0.06
918,15:24:12,33.152514,-112.078154,322.50,288.66,0.02,9.50,1171,117,-2.28,-1.24,0.16,0.11,0.47,-0.38,0.71,0.30,0.35
921,15:24:14,33.152514,-112.078154,322.50,42.15,0.01,9.50,1156,115,-2.18,-1.21,0.21,0.11,0.47,-0.39,0.56,0.49,0.19
924,15:24:16,33.152514,-112.078154,322.50,5.60,0.01,9.50,1050,99,-2.26,-1.38,0.08,0.11,0.48,-0.39,0.66,0.29,-2.19
927,15:24:18,33.152514,-112.078154,322.50,160.61,0.01,9.50,1150,114,-2.31,-1.24,0.18,0.12,0.47,-0.40,0.80,0.46,0.07
930,15:24:20,33.152514,-112.078154,322.50,194.02,0.01,9.56,1360,146,-2.31,-1.24,0.22,0.11,0.48,-0.39,0.51,0.42,-0.01
933,15:24:22,33.152514,-112.078154,322.50,90.55,0.02,9.56,1345,143,-2.31,-1.25,0.11,0.11,0.48,-0.39,0.91,0.39,2.12
936,15:24:24,33.152514,-112.078154,322.50,332.68,0.02,9.56,1652,292,-2.30,-1.24,0.15,0.11,0.48,-0.40,0.67,0.52,0.34
939,15:24:26,33.152514,-112.078154,322.50,41.06,0.01,9.56,1623,265,-2.44,-1.25,0.20,0.11,0.48,-0.38,0.54,0.30,-0.11
942,15:24:28,33.152514,-112.078154,322.50,295.68,0.01,9.63,1559,212,-2.30,-1.22,0.20,0.11,0.47,-0.38,0.48,0.22,-0.19
945,15:24:30,33.152514,-112.078154,322.50,261.64,0.02,9.63,1594,239,-2.33,-1.22,0.05,0.10,0.47,-0.40,0.53,0.26,0.06
948,15:24:32,33.152514,-112.078154,322.40,84.19,0.01,9.63,1615,260,-2.62,-0.36,0.83,0.17,0.45,-0.37,-0.98,2.71,21.37
951,15:24:34,33.152514,-112.078154,322.40,12.09,0.02,9.63,1606,249,-1.60,-1.87,0.21,0.12,0.44,-0.39,0.45,0.38,0.11
954,15:24:36,33.152514,-112.078154,322.40,246.47,0.02,9.63,1615,260,-1.61,-1.84,0.14,0.12,0.44,-0.38,0.52,0.18,-0.08
957,15:24:38,33.152514,-112.078154,322.40,338.24,0.03,9.69,1641,283,-1.60,-1.82,0.15,0.12,0.44,-0.38,0.80,0.39,-2.21
960,15:24:40,33.152514,-112.078154,322.40,307.65,0.01,9.69,1677,316,-1.64,-1.81,0.18,0.12,0.44,-0.39,0.79,0.29,0.06
963,15:24:42,33.152514,-112.078154,322.40,201.89,0.01,9.69,1696,335,-1.64,-1.84,0.20,0.12,0.44,-0.39,0.42,0.17,0.10
966,15:24:44,33.152514,-112.078154,322.40,236.04,0.01,9.69,1703,341,-1.58,-1.82,0.22,0.12,0.44,-0.39,0.71,0.38,0.02
969,15:24:46,33.152514,-112.078154,322.40,138.88,0.02,9.75,1710,349,-1.58,-1.81,0.26,0.12,0.45,-0.39,0.72,0.33,0.00
972,15:24:48,33.152514,-112.078154,322.40,311.28,0.01,9.75,1717,355,-1.63,-1.80,0.26,0.12,0.45,-0.38,0.57,0.38,-0.03
975,15:24:50,33.152514,-112.078154,322.40,23.80,0.01,9.75,1703,341,-1.63,-1.69,0.14,0.12,0.44,-0.39,0.52,0.50,0.09
978,15:24:52,33.152514,-112.078154,322.50,279.61,0.01,9.75,1710,349,-1.65,-1.81,0.21,0.12,0.45,-0.38,0.41,0.19,-0.06
981,15:24:54,33.152514,-112.078154,322.50,189.43,0.01,9.81,1677,316,-1.61,-1.82,0.17,0.11,0.43,-0.39,0.51,0.42,0.09
984,15:24:56,33.152514,-112.078154,322.50,189.30,0.01,9.81,1689,327,-1.61,-1.82,0.19,0.12,0.44,-0.38,0.80,0.32,-0.14
987,15:24:58,33.152514,-112.078154,322.40,109.68,0.01,9.81,1696,335,-1.62,-1.86,0.19,0.12,0.44,-0.39,0.58,0.26,-0.06
990,15:25:0,33.152514,-112.078154,322.40,334.41,0.02,9.81,1703,341,-1.61,-1.80,0.19,0.12,0.44,-0.38,0.53,0.35,-0.03
993,15:25:2,33.152514,-112.078154,322.50,340.33,0.02,9.88,1703,341,-1.64,-1.81,0.22,0.11,0.44,-0.39,0.48,0.29,-0.06
996,15:25:4,33.152514,-112.078154,322.50,317.46,0.02,9.88,1710,349,-1.62,-1.81,0.16,0.12,0.43,-0.37,0.74,0.44,-0.43
999,15:25:6,33.152514,-112.078154,322.50,101.76,0.00,9.88,1703,341,-1.65,-1.82,0.15,0.11,0.44,-0.38,0.72,0.45,-0.18
1002,15:25:8,33.152514,-112.078154,322.50,86.96,0.01,9.88,1696,335,-1.60,-1.82,0.16,0.12,0.45,-0.39,0.56,0.81,0.01
1005,15:25:10,33.152514,-112.078154,322.50,151.79,0.01,9.94,1710,349,-1.66,-1.81,0.25,0.12,0.43,-0.38,0.51,0.20,0.08
1008,15:25:12,33.152514,-112.078154,322.50,139.34,0.03,9.94,1733,370,-1.60,-1.83,0.04,0.12,0.43,-0.39,0.78,0.46,-0.12
1011,15:25:14,33.152514,-112.078154,322.50,162.65,0.01,9.94,1725,363,-1.62,-1.81,0.10,0.11,0.43,-0.39,0.45,0.17,-0.15
1014,15:25:16,33.152514,-112.078154,322.50,313.66,0.01,9.94,1698,336,-1.65,-1.81,0.17,0.11,0.44,-0.38,0.42,0.59,0.37
1017,15:25:18,33.152514,-112.078154,322.50,297.96,0.00,10.00,1698,336,-1.65,-1.82,0.19,0.12,0.44,-0.37,0.68,0.33,0.17
1020,15:25:20,33.152514,-112.078154,322.50,321.84,0.01,10.00,1678,318,-1.61,-1.83,0.21,0.12,0.43,-0.38,0.44,0.33,0.04
1023,15:25:22,33.152514,-112.078154,322.50,262.49,0.01,10.00,1698,336,-1.63,-1.81,0.12,0.12,0.44,-0.38,0.45,0.31,0.07
1026,15:25:24,33.152514,-112.078154,322.50,112.01,0.00,10.00,1678,318,-1.65,-1.80,0.22,0.12,0.44,-0.37,0.41,0.09,-0.18
1029,15:25:26,33.152514,-112.078154,322.50,107.84,0.01,10.06,1685,323,-1.65,-1.81,0.17,0.12,0.44,-0.39,0.60,0.25,-0.11
1032,15:25:28,33.152514,-112.078154,322.50,320.88,0.01,10.06,1735,372,-1.64,-1.80,0.20,0.11,0.44,-0.38,0.51,0.38,-0.08
1035,15:25:30,33.152514,-112.078154,322.50,180.82,0.00,10.06,1739,379,-1.60,-1.83,0.14,0.12,0.45,-0.38,0.56,0.38,-0.27
1038,15:25:32,33.152514,-112.078154,322.50,150.53,0.01,10.06,1748,389,-1.66,-1.82,0.17,0.12,0.45,-0.39,0.45,0.45,-0.05
1041,15:25:34,33.152514,-112.078154,322.50,152.07,0.02,10.06,1774,421,-1.65,-1.78,0.16,0.12,0.44,-0.38,0.52,0.45,-0.25
1044,15:25:36,33.152514,-112.078154,322.50,11.99,0.00,10.13,1762,405,-1.64,-1.83,0.19,0.12,0.45,-0.40,0.52,0.51,-0.11
1047,15:25:38,33.152514,-112.078154,322.50,0.00,0.00,10.13,1748,389,-1.62,-1.84,0.20,0.12,0.44,-0.39,0.67,0.47,0.25
1050,15:25:40,33.152514,-112.078154,322.50,309.87,0.01,10.06,1739,379,-1.65,-1.84,0.19,0.12,0.43,-0.38,0.63,0.22,-0.06
1053,15:25:42,33.152514,-112.078154,322.50,148.21,0.01,10.13,1748,389,-1.64,-1.78,0.23,0.11,0.44,-0.39,0.53,0.27,-0.18
1056,15:25:44,33.152514,-112.078154,322.50,131.74,0.01,10.13,1698,336,-1.63,-1.81,0.16,0.12,0.44,-0.39,0.45,0.39,0.04
1059,15:25:46,33.152514,-112.078154,322.50,153.39,0.01,10.13,1735,372,-1.69,-1.81,0.17,0.11,0.43,-0.39,0.52,0.37,-0.24
1062,15:25:48,33.152514,-112.078154,322.50,255.79,0.01,10.13,1692,331,-1.70,-1.81,0.14,0.12,0.44,-0.38,0.42,0.19,-0.03
1065,15:25:50,33.152514,-112.078154,322.50,298.21,0.01,10.13,1678,318,-1.64,-1.85,0.24,0.11,0.45,-0.39,0.59,0.46,0.03
1068,15:25:52,33.152514,-112.078154,322.50,340.39,0.01,10.13,1656,295,-1.64,-1.82,0.20,0.12,0.45,-0.38,0.63,0.44,-0.06
1071,15:25:54,33.152517,-112.078154,322.50,134.56,0.01,10.13,1656,295,-1.64,-1.81,0.20,0.11,0.45,-0.38,0.58,0.28,0.23
1074,15:25:56,33.152517,-112.078154,322.50,145.30,0.01,10.13,1667,305,-1.61,-1.82,0.21,0.11,0.44,-0.38,0.80,0.55,-0.19
1077,15:25:58,33.152517,-112.078154,322.50,186.19,0.01,10.19,1648,288,-1.61,-1.83,0.13,0.12,0.44,-0.38,0.45,0.25,0.14
1080,15:26:0,33.152517,-112.078154,322.50,280.75,0.01,10.19,1692,331,-1.63,-1.80,0.14,0.12,0.44,-0.38,0.65,0.52,-0.04
1083,15:26:2,33.152517,-112.078154,322.50,274.40,0.01,10.19,1705,345,-1.65,-1.81,0.14,0.11,0.45,-0.38,0.42,0.38,-0.26
1086,15:26:4,33.152517,-112.078154,322.50,343.89,0.02,10.25,1698,336,-1.63,-1.82,0.16,0.12,0.44,-0.38,0.45,0.31,-0.04
1089,15:26:6,33.152517,-112.078154,322.50,20.64,0.01,10.25,1685,323,-1.63,-1.82,0.17,0.11,0.44,-0.39,0.60,0.70,0.04
1092,15:26:8,33.152517,-112.078154,322.50,27.43,0.01,10.25,1748,389,-1.62,-1.81,0.19,0.12,0.44,-0.38,0.50,0.31,0.03
1095,15:26:10,33.152517,-112.078154,322.50,167.75,0.02,10.31,1712,351,-1.58,-1.81,0.18,0.11,0.45,-0.39,0.72,0.30,-0.02
1098,15:26:12,33.152517,-112.078154,322.50,172.10,0.01,10.31,1728,365,-1.62,-1.81,0.20,0.11,0.45,-0.39,0.46,0.39,-0.21
